,poem,author,title,length,themes,url
805,To own the Art within the Soul The Soul to entertain With Silence as a Company And Festival maintain  Is an unfurnished Circumstance Possession is to One As an Estate perpetual Or a reduceless Mine.,Emily Dickinson,To own the Art within the Soul,35,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9983
806,I know Suspense -- it steps so terse And turns so weak away -- Besides -- Suspense is neighborly When I am riding by --  Is always at the Window Though lately I descry And mention to my Horses The need is not of me --,Emily Dickinson,I know Suspense -- it steps so terse,46,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9032
807,"You cannot put a Fire out -- A Thing that can ignite Can go, itself, without a Fan -- Upon the slowest Night --  You cannot fold a Flood -- And put it in a Drawer -- Because the Winds would find it out -- And tell your Cedar Floor --",Emily Dickinson,You cannot put a Fire out --,51,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/6940
808,"The Dandelion's pallid tube Astonishes the Grass, And Winter instantly becomes An infinite Alas --  The tube uplifts a signal Bud And then a shouting Flower, -- The Proclamation of the Suns That sepulture is o'er.",Emily Dickinson,The Dandelion's pallid tube,36,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9627
809,"It sounded as if the Streets were running And then -- the Streets stood still -- Eclipse -- was all we could see at the Window And Awe -- was all we could feel.  By and by -- the boldest stole out of his Covert To see if Time was there -- Nature was in an Opal Apron, Mixing fresher Air.",Emily Dickinson,It sounded as if the Streets were running,61,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9146
810,The Court is far away -- No Umpire -- have I -- My Sovereign is offended -- To gain his grace -- I'd die!  I'll seek his royal feet -- I'll say -- Remember -- King -- Thou shalt -- thyself -- one day -- a Child -- Implore a larger -- thing --  That Empire -- is of Czars -- As small -- they say -- as I -- Grant me -- that day -- the royalty -- To intercede -- for Thee --,Emily Dickinson,The Court is far away,85,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9624
811,"Glory is that bright tragic thing That for an instant Means Dominion -- Warms some poor name That never felt the Sun, Gently replacing In oblivion --",Emily Dickinson,Glory is that bright tragic thing,27,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8822
812,A little Road -- not made of Man -- Enabled of the Eye -- Accessible to Thill of Bee -- Or Cart of Butterfly --  If Town it have -- beyond itself -- 'Tis that -- I cannot say -- I only know -- no Curricle that rumble there Bear Me --,Emily Dickinson,A little Road -- not made of Man --,52,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8229
813,"All Circumstances are the Frame In which His Face is set -- All Latitudes exist for His Sufficient Continent --  The Light His Action, and the Dark The Leisure of His Will -- In Him Existence serve or set A Force illegible.",Emily Dickinson,All Circumstances are the Frame,42,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8339
814,"That odd old man is dead a year -- We miss his stated Hat. 'Twas such an evening bright and stiff His faded lamp went out.  Who miss his antiquated Wick -- Are any hoar for him? Waits any indurated mate His wrinkled coming Home?  Oh Life, begun in fluent Blood And consummated dull! Achievement contemplating thee -- Feels transitive and cool.",Emily Dickinson,That odd old man is dead a year --,62,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9587
815,This dirty -- little -- Heart Is freely mine. I won it with a Bun -- A Freckled shrine --  But eligibly fair To him who sees The Visage of the Soul And not the knees.,Emily Dickinson,This dirty -- little -- Heart,36,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9936
816,"No Life can pompless pass away -- The lowliest career To the same Pageant wends its way As that exalted here --  How cordial is the mystery! The hospitable Pall A ""this way"" beckons spaciously -- A Miracle for all!",Emily Dickinson,No Life can pompless pass away --,40,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7184
817,"It's coming -- the postponeless Creature -- It gains the Block -- and now -- it gains the Door -- Chooses its latch, from all the other fastenings -- Enters -- with a ""You know Me -- Sir""?  Simple Salute -- and certain Recognition -- Bold -- were it Enemy -- Brief -- were it friend -- Dresses each House in Crape, and Icicle -- And carries one -- out of it -- to God --",Emily Dickinson,It's coming -- the postponeless Creature,76,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9171
818,"Not probable -- The barest Chance -- A smile too few -- a word too much And far from Heaven as the Rest -- The Soul so close on Paradise --  What if the Bird from journey far -- Confused by Sweets -- as Mortals -- are -- Forget the secret of His wing And perish -- but a Bough between -- Oh, Groping feet -- Oh Phantom Queen!",Emily Dickinson,Not probable -- The barest Chance,69,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9361
819,"Time feels so vast that were it not For an Eternity -- I fear me this Circumference Engross my Finity --  To His exclusion, who prepare By Processes of Size For the Stupendous Vision Of his diameters --",Emily Dickinson,Time feels so vast that were it not,38,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9958
820,"Bless God, he went as soldiers, His musket on his breast -- Grant God, he charge the bravest Of all the martial blest!  Please God, might I behold him In epauletted white -- I should not fear the foe then -- I should not fear the fight!",Emily Dickinson,"Bless God, he went as soldiers,",47,['soldier'],http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7001
821,"Spring is the Period Express from God. Among the other seasons Himself abide,  But during March and April None stir abroad Without a cordial interview With God.",Emily Dickinson,Spring is the Period,27,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9504
822,Did We abolish Frost The Summer would not cease -- If Seasons perish or prevail Is optional with Us --,Emily Dickinson,Did We abolish Frost,20,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8576
823,Confirming All who analyze In the Opinion fair That Eloquence is when the Heart Has not a Voice to spare --,Emily Dickinson,Confirming All who analyze,21,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8487
824,'Twas my one Glory -- Let it be Remembered I was owned of Thee --,Emily Dickinson,'Twas my one Glory --,15,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8167
825,Estranged from Beauty -- none can be -- For Beauty is Infinity -- And power to be finite ceased Before Identity was leased.,Emily Dickinson,Estranged from Beauty -- none can be --,23,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8606
826,"If any sink, assure that this, now standing -- Failed like Themselves -- and conscious that it rose -- Grew by the Fact, and not the Understanding How Weakness passed -- or Force -- arose --  Tell that the Worst, is easy in a Moment -- Dread, but the Whizzing, before the Ball -- When the Ball enters, enters Silence -- Dying -- annuls the power to kill.",Emily Dickinson,"If any sink, assure that this, now standing",68,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9091
827,Peril as a Possesssion 'Tis Good to hear Danger disintegrates Satiety There's Basis there -- Begets an awe That searches Human Nature's creases As clean as Fire.,Emily Dickinson,Peril as a Possesssion,27,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9431
828,The Lamp burns sure -- within -- Tho' Serfs -- supply the Oil -- It matters not the busy Wick -- At her phosphoric toil!  The Slave -- forgets -- to fill -- The Lamp -- burns golden -- on -- Unconscious that the oil is out -- As that the Slave -- is gone.,Emily Dickinson,The Lamp burns sure -- within,55,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9700
829,"Ambition cannot find him. Affection doesn't know How many leagues of nowhere Lie between them now.  Yesterday, undistinguished! Eminent Today For our mutual hone, Immortality!",Emily Dickinson,Ambition cannot find him.,25,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8363
830,Which is the best -- the Moon or the Crescent? Neither -- said the Moon -- That is best which is not -- Achieve it -- You efface the Sheen.  Not of detention is Fruition -- Shudder to attain. Transport's decomposition follows -- He is Prism born.,Emily Dickinson,Which is the best -- the Moon or the Crescent?,47,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/11161
831,A Shade upon the mind there passes As when on Noon A Cloud the mighty Sun encloses Remembering  That some there be too numb to notice Oh God Why give if Thou must take away The Loved?,Emily Dickinson,A Shade upon the mind there passes,37,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8268
832,"For every Bird a Nest -- Wherefore in timid quest Some little Wren goes seeking round --  Wherefore when boughs are free -- Households in every tree -- Pilgrim be found?  Perhaps a home too high -- Ah Aristocracy! The little Wren desires --  Perhaps of twig so fine -- Of twine e'en superfine, Her pride aspires --  The Lark is not ashamed To build upon the ground Her modest house --  Yet who of all the throng Dancing around the sun Does so rejoice?",Emily Dickinson,For every Bird a Nest,85,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8628
833,"Escaping backward to perceive The Sea upon our place -- Escaping forward, to confront His glittering Embrace --  Retreating up, a Billow's height Retreating blinded down Our undermining feet to meet Instructs to the Divine.",Emily Dickinson,Escaping backward to perceive,35,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8604
834,"It was a Grave, yet bore no Stone Enclosed 'twas not of Rail A Consciousness its Acre, and It held a Human Soul.  Entombed by whom, for what offence If Home or Foreign born -- Had I the curiosity 'Twere not appeased of men  Till Resurrection, I must guess Denied the small desire A Rose upon its Ridge to sow Or take away a Briar.",Emily Dickinson,"It was a Grave, yet bore no Stone",65,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9155
835,All men for Honor hardest work But are not known to earn -- Paid after they have ceased to work In Infamy or Urn --,Emily Dickinson,All men for Honor hardest work,25,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8345
836,"Is Bliss then, such Abyss, I must not put my foot amiss For fear I spoil my shoe?  I'd rather suit my foot Than save my Boot -- For yet to buy another Pair Is possible, At any store --  But Bliss, is sold just once. The Patent lost None buy it any more -- Say, Foot, decide the point -- The Lady cross, or not? Verdict for Boot!",Emily Dickinson,"Is Bliss then, such Abyss,",69,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9118
837,"I had some things that I called mine -- And God, that he called his, Till, recently a rival Claim Disturbed these amities.  The property, my garden, Which having sown with care, He claims the pretty acre, And sends a Bailiff there.  The station of the parties Forbids publicity, But Justice is sublimer Than arms, or pedigree.  I'll institute an ""Action"" -- I'll vindicate the law -- Jove! Choose your counsel -- I retain ""Shaw""!",Emily Dickinson,I had some things that I called mine,75,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9025
838,The inundation of the Spring Enlarges every soul -- It sweeps the tenement away But leaves the Water whole --  In which the soul at first estranged -- Seeks faintly for its shore But acclimated -- pines no more For that Peninsula --,Emily Dickinson,The inundation of the Spring,43,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9690
839,My Heart ran so to thee It would not wait for me And I affronted grew And drew away  For whatsoe'er my pace He first achieve they Face How general a Grace Allotted two --  Not in malignity Mentioned I this to thee -- Had he obliquity Soonest to share But for the Greed of him -- Boasting my Premium -- Basking in Bethleem Ere I be there --,Emily Dickinson,My Heart ran so to thee,69,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7177
840,"A curious Cloud surprised the Sky, 'Twas like a sheet with Horns; The sheet was Blue -- The Antlers Gray -- It almost touched the lawns.  So low it leaned -- then statelier drew -- And trailed like robes away, A Queen adown a satin aisle Had not the majesty.",Emily Dickinson,"A curious Cloud surprised the Sky,",50,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8190
841,The Leaves like Women interchange Exclusive Confidence -- Somewhat of nods and somewhat Portentous inference.  The Parties in both cases Enjoining secrecy -- Inviolable compact To notoriety.,Emily Dickinson,The Leaves like Women interchange,27,['women'],http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9717
842,"How well I knew Her not Whom not to know has been A Bounty in prospective, now Next Door to mine the Pain.",Emily Dickinson,How well I knew Her not,23,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8995
843,The Martyr Poets -- did not tell -- But wrought their Pang in syllable -- That when their mortal name be numb -- Their mortal fate -- encourage Some --  The Martyr Painters -- never spoke -- Bequeathing -- rather -- to their Work -- That when their conscious fingers cease -- Some seek in Art -- the Art of Peace --,Emily Dickinson,The Martyr Poets -- did not tell --,62,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9742
844,"A fuzzy fellow, without feet, Yet doth exceeding run! Of velvet, is his Countenance, And his Complexion, dun!  Sometime, he dwelleth in the grass! Sometime, upon a bough, From which he doth descend in plush Upon the Passer-by!  All this in summer. But when winds alarm the Forest Folk, He taketh Damask Residence -- And struts in sewing silk!  Then, finer than a Lady, Emerges in the spring! A Feather on each shoulder! You'd scarce recognize him!  By Men, yclept Caterpillar! By me! But who am I, To tell the pretty secret Of the Butterfly!",Emily Dickinson,"A fuzzy fellow, without feet,",95,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/6257
845,"It tossed -- and tossed -- A little Brig I knew -- o'ertook by Blast -- It spun -- and spun -- And groped delirious, for Morn --  It slipped -- and slipped -- As One that drunken -- stept -- Its white foot tripped -- Then dropped from sight --  Ah, Brig -- Good Night To Crew and You -- The Ocean's Heart too smooth -- too Blue -- To break for You --",Emily Dickinson,It tossed -- and tossed --,75,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9152
846,Frequently the wood are pink -- Frequently are brown. Frequently the hills undress Behind my native town. Oft a head is crested I was wont to see -- And as oft a cranny Where it used to be -- And the Earth -- they tell me -- On its Axis turned! Wonderful Rotation! By but twelve performed!,Emily Dickinson,Frequently the wood are pink,57,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/6175
847,"""Go travelling with us!"" Her travels daily be By routes of ecstasy To Evening's Sea --",Emily Dickinson,"""Go travelling with us!""",16,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7491
848,How fleet -- how indiscreet an one -- How always wrong is Love -- The joyful little Deity We are not scourged to serve --,Emily Dickinson,How fleet -- how indiscreet an one --,25,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8978
849,"He scanned it -- staggered -- Dropped the Loop To Past or Period -- Caught helpless at a sense as if His Mind were going blind --  Groped up, to see if God was there -- Groped backward at Himself Caressed a Trigger absently And wandered out of Life.",Emily Dickinson,He scanned it -- staggered --,49,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8851
850,"Oh Sumptuous moment Slower go That I may gloat on thee -- 'Twill never be the same to starve Now I abundance see --  Which was to famish, then or now -- The difference of Day Ask him unto the Gallows led -- With morning in the sky --",Emily Dickinson,Oh Sumptuous moment,49,['mom'],http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9392
851,So the Eyes accost -- and sunder In an Audience -- Stamped -- occasionally -- forever -- So may Countenance  Entertain -- without addressing Countenance of One In a Neighboring Horizon -- Gone -- as soon as known --,Emily Dickinson,So the Eyes accost -- and sunder,39,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9483
852,"More than the Grave is closed to me -- The Grave and that Eternity To which the Grave adheres -- I cling to nowhere till I fall -- The Crash of nothing, yet of all -- How similar appears --",Emily Dickinson,More than the Grave is closed to me --,40,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7169
853,"Ended, ere it begun -- The Title was scarcely told When the Preface perished from Consciousness The Story, unrevealed --  Had it been mine, to print! Had it been yours, to read! That it was not Our privilege The interdict of God --",Emily Dickinson,"Ended, ere it begun --",43,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8601
854,The pattern of the sun Can fit but him alone For sheen must have a Disk To be a sun --,Emily Dickinson,The pattern of the sun,21,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9814
855,"Come slowly -- Eden! Lips unused to Thee -- Bashful -- sip thy Jessamines -- As the fainting Bee --  Reaching late his flower, Round her chamber hums -- Counts his nectars -- Enters -- and is lost in Balms.",Emily Dickinson,Come slowly -- Eden!,40,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8486
856,Best Gains -- must have the Losses' Test -- To constitute them -- Gains --,Emily Dickinson,Best Gains -- must have the Losses' Test --,15,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8467
857,"The Life we have is very great. The Life that we shall see Surpasses it, we know, because It is Infinity. But when all Space has been beheld And all Dominion shown The smallest Human Heart's extent Reduces it to none.",Emily Dickinson,The Life we have is very great.,41,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9719
858,Must be a Woe -- A loss or so -- To bend the eye Best Beauty's way --  But -- once aslant It notes Delight As difficult As Stalactite  A Common Bliss Were had for less -- The price -- is Even as the Grace --  Our lord -- thought no Extravagance To pay -- a Cross --,Emily Dickinson,Must be a Woe --,58,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9307
859,We can but follow to the Sun -- As oft as He go down He leave Ourselves a Sphere behind -- 'Tis mostly -- following --  We go no further with the Dust Than to the Earthen Door -- And then the Panels are reversed -- And we behold -- no more.,Emily Dickinson,We can but follow to the Sun --,52,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/10033
860,"The first Day that I was a Life I recollect it -- How still -- That last Day that I was a Life I recollect it -- as well --  'Twas stiller -- though the first Was still -- ""Twas empty -- but the first Was full --  This -- was my finallest Occasion -- But then My tenderer Experiment Toward Men --  ""Which choose I""? That -- I cannot say -- ""Which choose They""? Question Memory!",Emily Dickinson,The first Day that I was a Life,77,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7389
861,"Given in Marriage unto Thee Oh thou Celestial Host -- Bride of the Father and the Son Bride of the Holy Ghost.  Other Betrothal shall dissolve -- Wedlock of Will, decay -- Only the Keeper of this Ring Conquer Mortality --",Emily Dickinson,Given in Marriage unto Thee,41,['marriage'],http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8820
862,The Sun in reigning to the West Makes not as much of sound As Cart of man in road below Adroitly turning round That Whiffletree of Amethyst,Emily Dickinson,The Sun in reigning to the West,27,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/6251
863,Should you but fail at -- Sea -- In sight of me -- Or doomed lie -- Next Sun -- to die -- Or rap -- at Paradise -- unheard I'd harass God Until he let you in!,Emily Dickinson,Should you but fail at -- Sea,38,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9472
864,The Robin for the Crumb Returns no syllable But long records the Lady's name In Silver Chronicle.,Emily Dickinson,The Robin for the Crumb,17,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9844
865,Touch lightly Nature's sweet Guitar Unless thou know'st the Tune Or every Bird will point at thee Because a Bard too soon --,Emily Dickinson,Touch lightly Nature's sweet Guitar,23,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/10001
866,The Show is not the Show But they that go -- Menagerie to me My Neighbor be -- Fair Play -- Both went to see --,Emily Dickinson,The Show is not the Show,26,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9851
867,"A Wife -- at daybreak I shall be -- Sunrise -- Hast thou a Flag for me? At Midnight, I am but a Maid, How short it takes to make a Bride -- Then -- Midnight, I have passed from thee Unto the East, and Victory --  Midnight -- Good Night! I hear them call, The Angels bustle in the Hall -- Softly my Future climbs the Stair, I fumble at my Childhood's prayer So soon to be a Child no more -- Eternity, I'm coming -- Sire, Savior -- I've seen the face -- before!",Emily Dickinson,A Wife -- at daybreak I shall be,96,['wife'],http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8312
868,So has a Daisy vanished From the fields today -- So tiptoed many a slipper To Paradise away --  Oozed so in crimson bubbles Day's departing tide -- Blooming -- tripping -- flowing Are ye then with God?,Emily Dickinson,So has a Daisy vanished,38,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/6247
869,"Ah, Moon -- and Star! You are very far -- But were no one Farther than you -- Do you think I'd stop For a Firmament -- Or a Cubit -- or so?  I could borrow a Bonnet Of the Lark -- And a Chamois' Silver Boot -- And a stirrup of an Antelope -- And be with you -- Tonight!  But, Moon, and Star, Though you're very far -- There is one -- farther than you -- He -- is more than a firmament -- from Me -- So I can never go!",Emily Dickinson,"Ah, Moon -- and Star!",94,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8336
870,"Ah, Teneriffe! Retreating Mountain! Purples of Ages -- pause for you -- Sunset -- reviews her Sapphire Regiment -- Day -- drops you her Red Adieu!  Still -- Clad in your Mail of ices -- Thigh of Granite -- and thew -- of Steel -- Heedless -- alike -- of pomp -- or parting  Ah, Teneriffe! I'm kneeling -- still --",Emily Dickinson,"Ah, Teneriffe!",61,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/6325
871,We introduce ourselves To Planets and to Flowers But with ourselves Have etiquettes Embarrassments And awes,Emily Dickinson,We introduce ourselves,16,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/10989
872,I worked for chaff and earning Wheat Was haughty and betrayed. What right had Fields to arbitrate In matters ratified?  I tasted Wheat and hated Chaff And thanked the ample friend -- Wisdom is more becoming viewed At distance than at hand.,Emily Dickinson,I worked for chaff and earning Wheat,42,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7096
873,"Size circumscribes -- it has no room For petty furniture -- The Giant tolerates no Gnat For Ease of Gianture --  Repudiates it, all the more -- Because intrinsic size Ignores the possibility Of Calumnies -- or Flies.",Emily Dickinson,Size circumscribes -- it has no room,38,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9474
874,One Crucifixion is recorded -- only -- How many be Is not affirmed of Mathematics -- Or History --  One Calvary -- exhibited to Stranger -- As many be As persons -- or Peninsulas -- Gethsemane --  Is but a Province -- in the Being's Centre -- Judea -- For Journey -- or Crusade's Achieving -- Too near --  Our Lord -- indeed -- made Compound Witness -- And yet -- There's newer -- nearer Crucifixion Than That --,Emily Dickinson,One Crucifixion is recorded -- only --,79,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9403
875,If Blame be my side -- forfeit Me -- But doom me not to forfeit Thee -- To forfeit Thee?  The very name Is sentence from Belief -- and House --,Emily Dickinson,If Blame be my side -- forfeit Me --,31,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9093
876,"I am afraid to own a Body -- I am afraid to own a Soul -- Profound -- precarious Property -- Possession, not optional --  Double Estate -- entailed at pleasure Upon an unsuspecting Heir -- Duke in a moment of Deathlessness And God, for a Frontier.",Emily Dickinson,I am afraid to own a Body --,47,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8996
877,Despair's advantage is achieved By suffering -- Despair -- To be assisted of Reverse One must Reverse have bore --  The Worthiness of Suffering like The Worthiness of Death Is ascertained by tasting --  As can no other Mouth  Of Savors -- make us conscious -- As did ourselves partake -- Affliction feels impalpable Until Ourselves are struck --,Emily Dickinson,Despair's advantage is achieved,59,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8573
878,How know it from a Summer's Day? Its Fervors are as firm -- And nothing in the Countenance But scintillates the same -- Yet Birds examine it and flee -- And Vans without a name Inspect the Admonition And sunder as they came --,Emily Dickinson,How know it from a Summer's Day?,44,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8982
879,"How brittle are the Piers On which our Faith doth tread -- No Bridge below doth totter so -- Yet none hath such a Crowd.  It is as old as God -- Indeed -- 'twas built by him -- He sent his Son to test the Plank, And he pronounced it firm.",Emily Dickinson,How brittle are the Piers,52,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7073
880,"Great Streets of silence led away To Neighborhoods of Pause -- Here was no Notice -- no Dissent No Universe -- no laws --  By Clocks, 'twas Morning, and for Night The Bells at Distance called -- But Epoch had no basis here For Period exhaled.",Emily Dickinson,Great Streets of silence led away,46,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7050
881,The sweetest Heresy received That Man and Woman know -- Each Other's Convert -- Though the Faith accommodate but Two --  The Churches are so frequent -- The Ritual -- so small -- The Grace so unavoidable -- To fail -- is Infidel --,Emily Dickinson,The sweetest Heresy received,44,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9877
882,"I was a Phoebe -- nothing more -- A Phoebe -- nothing less -- The little note that others dropt I fitted into place --  I dwelt too low that any seek -- Too shy, that any blame -- A Phoebe makes a little print Upon the Floors of Fame --",Emily Dickinson,I was a Phoebe -- nothing more --,51,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9075
883,A poor -- torn heart -- a tattered heart -- That sat it down to rest -- Nor noticed that the Ebbing Day Flowed silver to the West -- Nor noticed Night did soft descend -- Nor Constellation burn -- Intent upon the vision Of latitudes unknown.  The angels -- happening that way This dusty heart espied -- Tenderly took it up from toil And carried it to God -- There -- sandals for the Barefoot -- There -- gathered from the gales -- Do the blue havens by the hand Lead the wandering Sails.,Emily Dickinson,A poor -- torn heart -- a tattered heart,95,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/6323
884,'Tis good -- the looking back on Grief -- To re-endure a Day -- We thought the Mighty Funeral -- Of All Conceived Joy --  To recollect how Busy Grass Did meddle -- one by one -- Till all the Grief with Summer -- waved And none could see the stone.  And though the Woe you have Today Be larger -- As the Sea Exceeds its Unremembered Drop -- They're Water -- equally --,Emily Dickinson,'Tis good -- the looking back on Grief --,74,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7632
885,"A word is dead When it is said, Some say.  I say it just Begins to live That day.",Emily Dickinson,A word is dead,19,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/6173
886,"Perhaps you think me stooping I'm not ashamed of that Christ -- stooped until He touched the Grave -- Do those at Sacrament  Commemorative Dishonor Or love annealed of love Until it bend as low as Death Redignified, above?",Emily Dickinson,Perhaps you think me stooping,39,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9430
887,No Crowd that has occurred Exhibit -- I suppose That General Attendance That Resurrection -- does --  Circumference be full -- The long restricted Grave Assert her Vital Privilege -- The Dust -- connect -- and live --  On Atoms -- features place -- All Multitudes that were Efface in the Comparison -- As Suns -- dissolve a star --  Solemnity -- prevail -- Its Individual Doom Possess each separate Consciousness -- August -- Absorbed -- Numb --  What Duplicate -- exist -- What Parallel can be -- Of the Significance of This -- To Universe -- and Me?,Emily Dickinson,No Crowd that has occurred,99,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9339
888,"Apology for Her Be rendered by the Bee -- Herself, without a Parliament Apology for Me.",Emily Dickinson,Apology for Her,16,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8372
889,"Her face was in a bed of hair, Like flowers in a plot -- Her hand was whiter than the sperm That feeds the sacred light. Her tongue more tender than the tune That totters in the leaves -- Who hears may be incredulous, Who witnesses, believes.",Emily Dickinson,"Her face was in a bed of hair,",47,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7070
890,Through what transports of Patience I reached the stolid Bliss To breathe my Blank without thee Attest me this and this -- By that bleak exultation I won as near as this Thy privilege of dying Abbreviate me this --,Emily Dickinson,Through what transports of Patience,40,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9955
891,"So proud she was to die It made us all ashamed That what we cherished, so unknown To her desire seemed -- So satisfied to go Where none of us should be Immediately -- that Anguish stooped Almost to Jealousy --",Emily Dickinson,So proud she was to die,41,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7231
892,"As far from pity, as complaint -- As cool to speech -- as stone -- As numb to Revelation As if my Trade were Bone --  As far from time -- as History -- As near yourself -- Today -- As Children, to the Rainbow's scarf -- Or Sunset's Yellow play  To eyelids in the Sepulchre -- How dumb the Dancer lies -- While Color's Revelations break -- And blaze -- the Butterflies!",Emily Dickinson,"As far from pity, as complaint",73,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8383
893,I've seen a Dying Eye Run round and round a Room -- In search of Something -- as it seemed -- Then Cloudier become -- And then -- obscure with Fog -- And then -- be soldered down Without disclosing what it be 'Twere blessed to have seen --,Emily Dickinson,I've seen a Dying Eye,49,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9090
