year,title,url,author,themes,poem,lengths
2017.0,Star Turn,/poetsorg/poem/star-turn,Graham Foust,['Love'],"That the deepest wound is the least unique surprises nobody but the living. Secretly, and with what feels like good reason, we’re the pain the people we love put the people they no longer love in.",36
1917.0,Elegy,/poetsorg/poem/elegy-2,D. H. Lawrence,['Love'],"The sun immense and rosy Must have sunk and become extinct The night you closed your eyes for ever against me. Grey days, and wan, dree dawnings Since then, with fritter of flowers – Day wearies me with its ostentation and fawnings. Still, you left me the nights, The great dark glittery window, The bubble hemming this empty existence with lights. Still in the vast hollow Like a breath in a bubble spinning Brushing the stars, goes my soul, that skims the bounds like a swallow? I can look through The film of the bubble night, to where you are. Through the film I can almost touch you.",108
1910.0,Vivien’s Song ,/poetsorg/poem/viviens-song,Alfred Lord Tennyson,['Love'],"‘In Love, if Love be Love, if Love be ours, Faith and unfaith can ne’er be equal powers: Unfaith in aught is want of faith in all.     ‘It is the little rift within the lute, That by and by will make the music mute, And ever widening slowly silence all.     ‘The little rift within the lover’s lute Or little pitted speck in garnered fruit, That rotting inward slowly moulders all.     ‘It is not worth the keeping: let it go: But shall it? answer, darling, answer, no. And trust me not at all or all in all’.",99
1914.0,A Lady,/poetsorg/poem/lady,Amy Lowell,['Love'],"You are beautiful and faded, Like an old opera tune Played upon a harpsichord; Or like the sun-flooded silks Of an eighteenth-century boudoir. In your eyes Smoulder the fallen roses of outlived minutes, And the perfume of your soul Is vague and suffusing, With the pungence of sealed spice-jars. Your half-tones delight me, And I grow mad with gazing At your blent colors. My vigor is a new-minted penny, Which I cast at your feet. Gather it up from the dust That its sparkle may amuse you.",87
1916.0,Mystery,/poetsorg/poem/mystery-0,D. H. Lawrence,['Love'],"Now I am all One bowl of kisses, Such as the tall Slim votaresses Of Egypt filled For a God’s excesses. I lift to you My bowl of kisses, And through the temple’s Blue recesses Cry out to you In wild caresses. And to my lips’ Bright crimson rim The passion slips, And down my slim White body drips The shining hymn. And still before The altar I Exult the bowl Brimful, and cry To you to stoop And drink, Most High. Oh drink me up That I may be Within your cup Like a mystery, Like wine that is still In ecstasy. Glimmering still In ecstasy, Commingled wines Of you and me In one fulfill The mystery.",118
1914.0,Δώρια,/poetsorg/poem/doria,Ezra Pound,['Love'],"Be in me as the eternal moods             of the bleak wind, and not As transient things are –             gaiety of flowers. Have me in the strong loneliness             of sunless cliffs And of grey waters.             Let the gods speak softly of us In days hereafter,             The shadowy flowers of Orcus Remember Thee.",56
1920.0,To Love Impuissant,/poetsorg/poem/love-impuissant,Edna St. Vincent Millay,['Love'],"Love, though for this you riddle me with darts,      And drag me at your chariot till I die— Oh, heavy prince! oh, panderer of hearts!—      Yet hear me tell how in their throats they lie Who shout you mighty: thick about my hair,      Day in, day out, your ominous arrows purr, Who still am free, unto no querulous care      A fool, and in no temple worshipper. I, that have bared me to your quiver’s fire,      Lifted my face into its puny rain, Do wreathe your Impotent to Evoke Desire      As you are Powerless to Elicit Pain! (Now will the god, for blasphemy so brave, Punish me, surely, with the shaft I crave!)",118
2017.0,FaceTime,/poetsorg/poem/facetime,Clint Smith,['Love'],On another night in a hotel in a room in a city flanked by all that is unfamiliar I am able to move my finger along a glass screen once across once vertical & in seconds see your mother smiling in a room that is our own that is now so far away but also not so far away at all & she can place the small screen near her belly & when I speak I can see you moving beneath her skin as if you knew that this distance was only temporary & what a small yet profound joy it is to be some- where that is not with you but to still be with you & see your feet dance beneath her rib cage like you knew we’d both be dancing together soon.,135
1916.0,A Winter's Tale,/poetsorg/poem/winters-tale,D. H. Lawrence,['Love'],"Yesterday the fields were only grey with scattered snow, And now the longest grass-leaves hardly emerge; Yet her deep footsteps mark the snow, and go On towards the pines at the hills’ white verge. I cannot see her, since the mist’s white scarf Obscures the dark wood and the dull orange sky; But she’s waiting, I know, impatient and cold, half Sobs struggling into her frosty sigh. Why does she come so promptly, when she must know That she’s only the nearer to the inevitable farewell; The hill is steep, on the snow my steps are slow – Why does she come, when she knows what I have to tell?",110
1916.0,Vista,/poetsorg/poem/vista-0,Alfred Kreymborg,['Love'],"The snow, ah yes, ah yes indeed, is white and beautiful, white and beautiful, verily beautiful – from my window. The sea, ah yes, ah yes indeed, is green and alluring, green and alluring, verily alluring – from the shore. Love, ah yes, ah yes, ah yes indeed, verily yes, ah yes indeed!",53
2017.0,How Will I Address Him When He's Dead,/poetsorg/poem/how-will-i-address-him-when-hes-dead,Brian Phillip Whalen,['Love'],"I call my father during halftime when the Irish are on TV. (Family history: my father called his father from a rotary phone screwed to the wall.) It’s good to hear my father’s voice, to have cellular access to familiar sounds: his admonishments, his praise and anger. (Memory of bedtime songs he’d sing on his guitar: I sing them to my daughter now—Phil Ochs’s “When I’m Gone” and Kenny Loggins’s “Danny’s Song.”) My grandfather, who lived in Indiana, named my father James. I rarely think about it, his having a name—my father, James.",87
2017.0,[To find a kiss of yours],/poetsorg/poem/find-kiss-yours,Federico García Lorca,['Love'],"translated by  Sarah Arvio To find a kiss of yours what would I give A kiss that strayed from your lips dead to love My lips taste the dirt of shadows      To gaze at your dark eyes what would I give Dawns of rainbow garnet   fanning open before God—  The stars blinded them one morning in May And to kiss your pure thighs what would I give Raw rose crystal   sediment of the sun * [Por encontrar un beso tuyo] Por encontrar un beso tuyo, ¿qué daría yo? ¡Un beso errante de tu boca muerta para el amor! (Tierra de sombra come mi boca.) Por contemplar tus ojos negros, ¿qué daría yo? ¡Auroras  de carbunclos irisados abiertas frente a Dios! (Las estrellas los cegaron una mañana de mayo.) Y por besar tus muslos castos, ¿qué daría yo? (Cristal de rosa primitiva, sedimento de sol.)",145
1921.0,Demeter,/poetsorg/poem/demeter,H. D.,['Love'],"I Men, fires, feasts, steps of temple, fore-stone, lintel, step of white altar, fire and after-fire, slaughter before, fragment of burnt meat, deep mystery, grapple of mind to reach the tense thought, power and wealth, purpose and prayer alike, (men, fires, feasts, temple steps)—useless. Useless to me who plant wide feet on a mighty plinth, useless to me who sit, wide of shoulder, great of thigh, heavy in gold, to press gold back against solid back of the marble seat: useless the dragons wrought on the arms, useless the poppy-buds and the gold inset of the spray of wheat. Ah they have wrought me heavy and great of limb— she is slender of waist, slight of breast, made of many fashions; they have set her small feet on many a plinth; she they have known, she they have spoken with, she they have smiled upon, she they have caught and flattered with praise and gifts. But useless the flattery of the mighty power they have granted me: for I will not stay in her breast the great of limb, though perfect the shell they have fashioned me, these men! Do I sit in the market place— do I smile, does a noble brow bend like the brow of Zeus— am I a spouse, his or any, am I a woman, or goddess or queen, to be met by a god with a smile—and left? II Do you ask for a scroll, parchment, oracle, prophecy, precedent; do you ask for tablets marked with thought or words cut deep on the marble surface, do you seek measured utterance or the mystic trance? Sleep on the stones of Delphi— dare the ledges of Pallas but keep me foremost, keep me before you, after you, with you, never forget when you start for the Delphic precipice, never forget when you seek Pallas and meet in thought yourself drawn out from yourself like the holy serpent, never forget in thought or mysterious trance— I am greatest and least. Soft are the hands of Love, soft, soft are his feet; you who have twined myrtle, have you brought crocuses, white as the inner stript bark of the osier, have you set black crocus against the black locks of another? III Of whom do I speak? Many the children of gods but first I take Bromios, fostering prince, lift from the ivy brake, a king. Enough of the lightning, enough of the tales that speak of the death of the mother: strange tales of a shelter brought to the unborn, enough of tale, myth, mystery, precedent— a child lay on the earth asleep. Soft are the hands of Love, but what soft hands clutched at the thorny ground, scratched like a small white ferret or foraging whippet or hound, sought nourishment and found only the crackling of ivy, dead ivy leaf and the white berry, food for a bird, no food for this who sought, bending small head in a fever, whining with little breath. Ah, small black head, ah, the purple ivy bush, ah, berries that shook and spilt on the form beneath, who begot you and left? Though I begot no man child all my days, the child of my heart and spirit, is the child the gods desert alike and the mother in death— the unclaimed Dionysios. IV What of her— mistress of Death? Form of a golden wreath were my hands that girt her head, fingers that strove to meet, and met where the whisps escaped from the fillet, of tenderest gold, small circlet and slim were my fingers then. Now they are wrought of iron to wrest from earth secrets; strong to protect, strong to keep back the winter when winter tracks too soon blanch the forest: strong to break dead things, the young tree, drained of sap, the old tree, ready to drop, to lift from the rotting bed of leaves, the old crumbling pine tree stock, to heap bole and knot of fir and pine and resinous oak, till fire shatter the dark and hope of spring rise in the hearts of men. What of her— mistress of Death— what of his kiss? Ah, strong were his arms to wrest slight limbs from the beautiful earth, young hands that plucked the first buds of the chill narcissus, soft fingers that broke and fastened the thorny stalk with the flower of wild acanthus. Ah, strong were the arms that took (ah evil, the heart and graceless,) but the kiss was less passionate!",751
1921.0,Simaetha,/poetsorg/poem/simaetha,H. D.,"['Love', 'Nature']","Drenched with purple, drenched with dye, my wool, bind you the wheel-spokes— turn, turn, turn my wheel! Drenched with purple, steeped in the red pulp of bursting sea-sloes— turn, turn, turn my wheel! (Ah did he think I did not know, I did not feel— what wrack, what weal for him: golden one, golden one, turn again Aphrodite with the yellow zone, I am cursed, cursed, undone! Ah and my face, Aphrodite, beside your gold, is cut out of white stone!) Laurel blossom and the red seed of the red vervain weed, burn, crackle in the fire, burn, crackle for my need! Laurel leaf, O fruited branch of bay, burn, burn away thought, memory and hurt! (Ah when he comes, stumbling across my sill, will he find me still, fragrant as the white privet, or as a bone, polished in wet and sun, worried of wild beaks, and of the whelps' teeth— worried of flesh, left to bleach under the sun, white as ash bled of heat, white as hail blazing in sheet-lightning, white as forked lightning rending the sleet?)",180
1916.0,The Wild Common ,/poetsorg/poem/wild-common,D. H. Lawrence,['Love'],"The quick sparks on the gorse bushes are leaping, Little jets of sunlight-texture imitating flame; Above them, exultant, the pee-wits are sweeping: They are lords of the desolate wastes of sadness their screamings proclaim. Rabbits, handfuls of brown earth, lie Low-rounded on the mournful grass they have bitten down to the quick. Are you they asleep?—Are they alive?—Now see, when I Move my arms the hill bursts and heaves under their spurting kick. The common flaunts bravely: but below, from the rushes Crowds of glittering king-cups surge to challenge the blossoming bushes; There the lazy streamlet pushes Its curious course mildly; here it wakes again, leaps, laughs, and gushes. Into a deep pond, an old sheep-dip, Dark, overgrown with willows, cool, with the brook ebbing through so slow, Naked on the steep, soft lip Of the bank I stand watching my own white shadow quivering to and fro. What if the gorse flowers shriveled and kissing were lost? Without the pulsing waters, where were the marigolds and the songs of the brook? If my veins and my breasts with love embossed Withered, my insolent soul would be gone like flowers that the hot wind took. So my soul like a passionate woman turns, Filled with remorseful terror to the man she scorned, and her love For myself in my own eyes’ laughter burns, Runs ecstatic over the pliant folds rippling down to my belly from the breast-lights above. Over my sunlit skin the warm, clinging air, Rich with the songs of seven larks singing at once, goes kissing me glad. And the soul of the wind and my blood compare Their wandering happiness, and the wind, wasted in liberty, drifts on and is sad. Oh but the water loves me and folds me, Plays with me, sways me, lifts me and sinks me as though it were living blood, Blood of a heaving woman who holds me, Owning my supple body a rare glad thing, supremely good.",327
2017.0,Serenade ,/poetsorg/poem/serenade,Djuna Barnes,['Love'],"Three paces down the shore, low sounds the lute, The better that my longing you may know; I’m not asking you to come, But—can’t you go? Three words, “I love you,” and the whole is said— The greatness of it throbs from sun to sun; I’m not asking you to walk, But—can’t you run? Three paces in the moonlight’s glow I stand, And here within the twilight beats my heart. I’m not asking you to finish, But—to start.",78
2017.0,The Cliff Temple,/poetsorg/poem/cliff-temple,H. D.,['Love'],"I Great, bright portal, shelf of rock, rocks fitted in long ledges, rocks fitted to dark, to silver granite, to lighter rock— clean cut, white against white. High—high—and no hill-goat tramples—no mountain-sheep has set foot on your fine grass; you lift, you are the world-edge, pillar for the sky-arch. The world heaved— we are next to the sky: over us, sea-hawks shout, gulls sweep past— the terrible breakers are silent from this place. Below us, on the rock-edge, where earth is caught in the fissures of the jagged cliff, a small tree stiffens in the gale, it bends—but its white flowers are fragrant at this height. And under and under, the wind booms: it whistles, it thunders, it growls—it presses the grass beneath its great feet. II I said: for ever and for ever, must I follow you through the stones? I catch at you—you lurch: you are quicker than my hand-grasp. I wondered at you. I shouted—dear—mysterious—beautiful— white myrtle-flesh. I was splintered and torn: the hill-path mounted swifter than my feet. Could a daemon avenge this hurt, I would cry to him—could a ghost, I would shout—O evil, follow this god, taunt him with his evil and his vice. III Shall I hurl myself from here, shall I leap and be nearer you? Shall I drop, beloved, beloved, ankle against ankle? Would you pity me, O white breast? If I woke, would you pity me, would our eyes meet? Have you heard, do you know how I climbed this rock? My breath caught, I lurched forward— stumbled in the ground-myrtle. Have you heard, O god seated on the cliff, how far toward the ledges of your house, how far I had to walk? IV Over me the wind swirls. I have stood on your portal and I know— you are further than this, still further on another cliff.",309
1916.0,Prisoners,/poetsorg/poem/prisoners,H. D.,['Love'],"It is strange that I should want this sight of your face— we have had so much: at any moment now I may pass, stand near the gate, do not speak— only reach if you can, your face half-fronting the passage toward the light. Fate—God sends this as a mark, a last token that we are not forgot, lost in this turmoil, about to be crushed out, burned or stamped out at best with sudden death. The spearsman who brings this will ask for the gold clasp you wear under your coat. I gave all I had left. Press close to the portal, my gate will soon clang and your fellow wretches will crowd to the entrance— be first at the gate. Ah beloved, do not speak. I write this in great haste— do not speak, you may yet be released. I am glad enough to depart though I have never tasted life as in these last weeks. It is a strange life, patterned in fire and letters on the prison pavement. If I glance up it is written on the walls, it is cut on the floor, it is patterned across the slope of the roof. I am weak—weak— last night if the guard had left the gate unlocked I could not have ventured to escape, but one thought serves me now with strength. As I pass down the corridor past desperate faces at each cell, your eyes and my eyes may meet. You will be dark, unkempt, but I pray for one glimpse of your face— why do I want this? I who have seen you at the banquet each flower of your hyacinth-circlet white against your hair. Why do I want this, when even last night you startled me from sleep? You stood against the dark rock, you grasped an elder staff. So many nights you have distracted me from terror. Once you lifted a spear-flower. I remember how you stooped to gather it— and it flamed, the leaf and shoot and the threads, yellow, yellow— sheer till they burnt to red-purple in the cup. As I pass your cell-door do not speak. I was first on the list— They may forget you tried to shield me as the horsemen passed.",374
1916.0,The City is Peopled,/poetsorg/poem/city-peopled,H. D.,['Love'],"The city is peopled with spirits, not ghosts, O my love: Though they crowded between and usurped the kiss of my mouth their breath was your gift, their beauty, your life.",31
2017.0,Socks,/poetsorg/poem/socks,Margaret Ross,['Love'],"The socks came in a pack of five. What is the most boring subject possible? Translucent blue with punctures pierced to shape a star around the ankle. I carried them along the aisles as if I needed them. I fingered lacquered dishes and the rubber heads of mallets, crystal trinkets stitched to underwear. Wherever you go, this buffering. A dull hour. All that time I could have touched you and didn’t or did absentminded, getting in or out of bed or trying to reach something behind you. I didn’t need anything I could buy. I bought the socks and a slatted spoon I haven’t used. Blue interrupted by the living points of constellated skin. I’ve been looking for a long time at the stretch of table where you had your hand. I am afraid to touch it. Love, all I’ve ever seen is things in airless dense configuration and no transparency.",151
2017.0,Things Said To Be Ineffable,/poetsorg/poem/things-said-be-ineffable,Mark Yakich,['Love'],"A book decorates A nightstand And a body Decorates a bed. The nightstand May be made Of plastic, metal, Or wood, And is normally The same Height as the bed. Even if they are Very married, Lovers tarry And aver And aver and Tarry. Finally One of them Rises To search The dictionary For a word The other has Made up.",61
2015.0,picking flowers,/poetsorg/poem/picking-flowers,Nate Marshall,['Love'],"Grandma’s rosebush reminiscent of a Vice Lord’s do-rag. the unfamiliar bloom in Mrs. Bradley’s yard banging a Gangster Disciple style blue. the dandelions all over the park putting on Latin King gold like the Chicano cats over east before they turn into a puff of smoke like all us colored boys. picking dandelions will ruin your hands, turn their smell into a bitter cologne. a man carries flowers for 3 reasons:                        • he is in love                        • he is in mourning                        • he is a flower salesman i’m on the express train passing stops to a woman. maybe she’s home. i have a bouquet in my hand, laid on 1 of my arms like a shotgun. the color is brilliant, a gang war wrapped & cut diagonal at the stems. i am not a flower salesman. that is the only thing i know.",176
2017.0,Daysleep,/poetsorg/poem/daysleep,Laura Kasischke,['Love'],"Remember sleep, in May, in the afternoon, like a girl’s bright feet slipped into dark, new boots. Or sleep in one another’s arms at 10 o’clock on a Saturday in June?—that smiling child hiding behind the heavy curtain of a photo booth. All our daysleep, my love, remember sleep like brides in violets. Sleep like sleepy pilots casting the shadows of their silver jets onto the silver sailboats they also sailed on oceans miles below. Such nothingness, on the other side of which infinity slid into eternity, insisting that we had lived together forever—and did.",95
2017.0,Gay Marriage Poem,/poetsorg/poem/gay-marriage-poem,Jenny Johnson ,['Love'],"We could promise to elope like my grandmother did if a football team won on homecoming night. We could be good queers? An oxymoron we never longed for. We could become wed- locked as the suffix was once intended: laiko , Common Teutonic for play, not  loc , Old English for a cave, an enclosure. Instead of a suit, I could wear my T-shirt that avows, “Support Your Right to Arm Bears!” Or we could wed in bear suits just as I saw people do one summer in San Francisco standing amid a grassy median during rush hour. They were so personally anonymously political blocking the ocean breeze in acrylic fur. Forget such solemnities! I want to run through streets shouting up to all my beloveds’ windows: Friends! In sickness and in health  I refuse to forsake you! on Charlotte Street, Home, Euclid, Decatur, Union, Straubs, Rebecca, Bennett Ave., 38th, Woolslayer Way. In the only wedding I was a part of I was the flower girl who held up the ceremony kneeling to drop equal dividends of petals beside every pew, refusing to leave anyone out. Let us speak without occasion of relations of our choosing! Tied intricately as the warps and wefts amid mats of moss, without competing for sunlight our hairy caps are forever lodging in spaces that myopic travelers can’t see. Of such loves unwrit, at the boundary layer between earth and air, I feel most clear.",242
2017.0,All I Ever Wanted,/poetsorg/poem/all-i-ever-wanted,Katie Ford,['Love'],"for DMK When I thought it was right to name my desires, what I wanted of life, they seemed to turn like bleating sheep, not to me, who could have been a caring, if unskilled, shepherd, but to the boxed-in hills beyond which the blue mountains sloped down with poppies orange as crayfish all the way to the Pacific seas in which the hulls of whales steered them in search of a mate for whom they bellowed in a new, highly particular song we might call the most ardent articulation of love, the pin at the tip of evolution, modestly shining.                                     In the middle of my life it was right to say my desires but they went away. I couldn’t even make them out, not even as dots now in the distance.                                            Yet I see the small lights of winter campfires in the hills— teenagers in love often go there for their first nights—and each yellow-white glow tells me what I can know and admit to knowing, that all I ever wanted was to sit by a fire with someone who wanted me in measure the same to my wanting. To want to make a fire with someone, with you, was all.",240
2017.0,Elsa Is Involved in a Clandestine Love Affair,/poetsorg/poem/elsa-involved-clandestine-love-affair,Angela Veronica Wong,['Love'],"There is no fixed place and by that I mean take a look at things that are. Split by the turn of year, its newness and all it brings, which of its possibilities can we trust? Elsa is involved in a clandestine love affair which, let’s be honest, should be all love affairs until they’re over. She finds herself dreaming of children and many other delicacies. Sugared eggs. A lost palace. But night brings a great expanse and it’s much too quiet in these hallways. On her back, Elsa holds her breath, her hands beneath her, resisting, resisting. That temptation can be such a dirty rat.",106
2017.0,Galaxy Love,/poetsorg/poem/galaxy-love,Gerald Stern,['Love'],There’s too little time left to measure the space between us for that was long ago—that time—so just lie under the dark blue quilt and put the fat pillows with the blue slips on the great windowsill so we can look over them and down to the small figures hurrying by in total silence and think of the heat up here and the cold down there while I turn the light off with the right hand and gather you in close with the wrong.,84
2017.0,from Please Bury Me in This [I am not any closer...],/poetsorg/poem/please-bury-me-i-am-not-any-closer,Allison Benis White,['Love'],"I am not any closer to saying what I mean. Love has made itself so quiet, a few red fish moving in slow circles. I want to say like blood, like forgiveness, this obedience, looking at the ground on my knees. I mean to cease to feel, to cancel, to give up all claim to— At some point, I rested my hands over my eyes and mouthed, This is my face housed underwater. This is a love letter. Every word but  mouthed  erased.",85
2017.0,"Love Elegy in the Chinese Garden, with Koi",/poetsorg/poem/love-elegy-chinese-garden-koi,Nathan McClain,['Love'],"Near the entrance, a patch of tall grass. Near the tall grass, long-stemmed plants; each bending an ear-shaped cone to the pond’s surface. If you looked closely, you could make out silvery koi swishing toward the clouded pond’s edge where a boy tugs at his mother’s shirt for a quarter. To buy fish feed. And watching that boy, as he knelt down to let the koi kiss his palms, I missed what it was to be so dumb as those koi. I like to think they’re pure, that that’s why even after the boy’s palms were empty, after he had nothing else to give, they still kissed his hands. Because who hasn’t done that— loved so intently even after everything has gone? Loved something that has washed its hands of you? I like to think I’m different now, that I’m enlightened somehow, but who am I kidding? I know I’m like those koi, still, with their popping mouths, that would kiss those hands again if given the chance. So dumb.",170
1862.0,A Triad,/poetsorg/poem/triad-0,Christina Rossetti,['Love'],"Three sang of love together: one with lips    Crimson, with cheeks and bosom in a glow, Flushed to the yellow hair and finger tips;    And one there sang who soft and smooth as snow    Bloomed like a tinted hyacinth at a show; And one was blue with famine after love,    Who like a harpstring snapped rang harsh and low The burden of what those were singing of. One shamed herself in love; one temperately    Grew gross in soulless love, a sluggish wife; One famished died for love. Thus two of three    Took death for love and won him after strife; One droned in sweetness like a fattened bee:    All on the threshold, yet all short of life.",124
2004.0,Heart to Heart,/poetsorg/poem/heart-heart,Rita Dove,['Love'],"It’s neither red nor sweet. It doesn’t melt or turn over, break or harden, so it can’t feel pain, yearning, regret. It doesn’t have  a tip to spin on, it isn’t even shapely— just a thick clutch of muscle, lopsided, mute. Still, I feel it inside its cage sounding a dull tattoo: I want, I want— but I can’t open it: there’s no key. I can’t wear it on my sleeve, or tell you from the bottom of it how I feel. Here, it’s all yours, now— but you’ll have to take me, too.",94
1997.0,Warscape with Lovers,/poetsorg/poem/warscape-lovers,Marilyn Krysl,['Love'],"Scent of Plumeria, and the smell of burning. Not one or the other, but both. Destruction, and the blossom. Sweetheart, I'm afraid. That boy with the rifle breaks the catechism in two. And in two. Let me see us whole, beside the sea. My body busy, paying attention to yours. Already we rock each other with our voices. Already we're braiding the invisible cord. That burning hut on T.V. isn’t ours, but could be. My body could be hers, child at dead breast. That blossom of blood and bone could be your face. Let me say truth: no place, no one, is safe. The breaking  of vows, we know, is a given. Sweetheart, you’ll break my heart. I’ve broken yours, but look: already you love me again. Destruction and the blossom: let me say it another way: that soldier, burning to become fabulous, torches the thatch (see blossomy flame) of the enemy’s hospital: cut to my body, clay taking shape in your hands. Body by body, war piled on war: when will the heart break all the way open? Thunder of mortar, blossom in the gutter. The soldier firing the mortar already dead. How we live: running from the burning field, into each other's arms. Let me lie along your side. Give me something to hold. Let me ride those waves pouring from your fingers. The bodies of the disappeared toll like bells. Our koan burns: it cannot be solved. The whole and the broken, dream and nightmare: your hand in my hair, already familiar, could be the torturer's. Vase and its blossoms camouflage for the bomb. You love where you can. Blossom: a thing of promise. That's us. Now: let me let this go. Our glass, half full—already there's more—swells toward the rim. Ours the bodies the death squads passed by. The refugees make a break for the fence, running for their lives, crossing this burning, broken, blossoming Century. They've already paid our dues. Sweetheart, let me show you how, hand on the body's book, now swear the burning vow.",341
2017.0,Who Makes Love to Us After We Die ,/poetsorg/poem/who-makes-love-us-after-we-die,Diana Marie Delgado,['Love'],"I turn on the radio and hear horses, girls becoming women after tragedy. Talk about dreams! His heart was covered in a thin shell the color of the moon, and when touched, I’d grow old. The best movies have a philosophy, Dorothy, after being subjected to witch-on-girl violence, is rescued. Someone hung himself on that set, a man, who loved, but couldn’t have a certain woman. Management said it was a bird. The best movies begin with an encounter and end with someone setting someone free. In Coppola’s version of Dracula my favorite scene is when the camera chases two women through a garden and watches them kiss. I made love to a man who asked, after many years, for me to choke him, so that later, cleaning a kitchen cabinet, I read a recipe he’d written into wood, and I had a hard time believing him.",147
2016.0,San Sebastian,/poetsorg/poem/san-sebastian,Spencer Reece,['Love'],"Still singing in my cell of succulents, staked by a man who fled. Nothing personal. How often I get that wrong… I move on—               some man is always fleeing, and that is never personal. The longer I go the fewer notes I need.  My torso a sort of hotel. Martyrdom bores me. My hook-ups a new flamenco—               will I be saved? The peninsula tilts its goblets. I am alone.   Wasn’t I always? Swifts fleck the dry grass.  By my absence you’ll know me.",85
2016.0,Cattail History,/poetsorg/poem/cattail-history,Noah Warren,"['Love', 'Nature']","The lake dry; it seethes. Rust creeps through brittle reeds, seeps into the rustling seed-heads— one stalk bows beneath the weight of the blackbird’s feet. From the path edge the fat lizard barks, a silent croak. He pivots, sprints over sticks, plunges into shallow hole. His dull eyes glowing in the hole— The late heat spreading, prickling the inside of our faces— an earth crumbles away around us, scales dropping from the eye. And I love you, and I think time is mind— our heads globes of unsifted time. A disc of mist floats up, brightens above the live oak. Far grass tips wave, bend, flow. The doom is in their roots too— but it is still so early, the sky is still stiffening to a blue so dark and clear I shiver to shake a finer silence from its skin.",141
1954.0,Re-Statement of Romance,/poetsorg/poem/re-statement-romance,Wallace Stevens,['Love'],"The night knows nothing of the chants of night. It is what it is as I am what I am: And in perceiving this I best perceive myself And you. Only we two may interchange Each in the other what each has to give. Only we two are one, not you and night, Nor night and I, but you and I, alone, So much alone, so deeply by ourselves, So far beyond the casual solitudes, That night is only the background of our selves, Supremely true each to its separate self, In the pale light that each upon the other throws.",101
1913.0,Love ,/poetsorg/poem/love-6,Rupert Brooke,['Love'],"Love is a breach in the walls, a broken gate,     Where that comes in that shall not go again; Love sells the proud heart’s citadel to Fate.     They have known shame, who love unloved. Even then, When two mouths, thirsty each for each, find slaking,     And agony’s forgot, and hushed the crying Of credulous hearts, in heaven—such are but taking     Their own poor dreams within their arms, and lying Each in his lonely night, each with a ghost.     Some share that night. But they know love grows colder, Grows false and dull, that was sweet lies at most.     Astonishment is no more in hand or shoulder, But darkens, and dies out from kiss to kiss. All this is love; and all love is but this.",131
2017.0,"Songs to Joannes, V",/poetsorg/poem/songs-joannes-v,Mina Loy,['Love'],Midnight empties the street Of all but us Three I am undecided which way back                         To the left a boy —One wing has been washed in the rain     The other will never be clean any more— Pulling door-bells to remind Those that are snug                         To the right a haloed ascetic                         Threading houses Probes wounds for souls —The poor can’t wash in hot water— And I don’t know which turning to take Since you got home to yourself—first,81
2016.0,Granadilla ,/poetsorg/poem/granadilla,Amy Lowell,['Love'],"I cut myself upon the thought of you And yet I come back to it again and again, A kind of fury makes me want to draw you out From the dimness of the present And set you sharply above me in a wheel of roses. Then, going obviously to inhale their fragrance, I touch the blade of you and cling upon it, And only when the blood runs out across my fingers Am I at all satisfied.",78
2016.0,Love Poem,/poetsorg/poem/love-poem-3,Susan Wheeler,['Love'],"My mother wouldn’t stand up to wave. My father made certain the door locked behind me. But when I went for your door you came too. Your mouth made a flute of my arm, its music a glass on the past. My love, my love,  went its song. Now there is no need to leave.",56
1996.0,Battery,/poetsorg/poem/battery,Anne Waldman,"['Love', 'Nature']","A trio of instruments you love the notes indissectible & extending small rockets of delight force to love, be loved, love accelerating love momentum, the love to travel we will never agree the world contains so much phenomena we’ll put on glasses abstract it give it structure make a frame inversely proportional to the square of two distances apart make us a family of celestial bodies that we be one we ellipse about a warming sun love that sun dual nature of electrons heal us o heal us I would come back not hide be in motion I would attach myself to home again I would be sister mother lover brother I would be father I would be infant animal awesome I would suffer & become extinct again I would relight the earth with love I would be still I would be silent & quake I would be afraid but not for love for the many manifestations glowing faces Love the notes as they pour like water love the water under your feet & when you look look with eyes of love all the layers, the ground under your feet & under the ground the imagined creatures & above your feet the grasses the watercress so fine to eat & see the roots & bottom of pleasure of moss look into pleasure the color disappearing or changing the light love the light & see the sky the scaffolds the planets the length the width the distance the congruity the parallels the fracture love the body keep it elastic keep it dancing rallying on its own keep it safe from harm from red tape & to those next to you be kind be quiet be exalted be a charm a fusion be a battery be insistent be an empire be a symphony & in a moment’s gentle passing & in a moment’s violent passing completely be her be him be them, see the face beneath the face & see with eyes of love, gaze straight into eyes of love with eyes of love On occasion of a Valentine’s Day reading, the Poetry Project at St. Mark’s Church In-the-Bowery, NYC",358
2016.0,Love Songs (section III) ,/poetsorg/poem/love-songs-section-iii,Mina Loy,['Love'],We might have coupled In the bed-ridden monopoly of a moment Or broken flesh with one another At the profane communion table Where wine is spilled on promiscuous lips We might have given birth to a butterfly With the daily news Printed in blood on its wings.,47
